SMILES,Density
CC(C)N1COCC(C)(C1)N(=O)=O,1.109
CCCCCOC(=O)CC1=CC=C(C=C1)N(=O)=O,1.106
CC(C)COC1=CC=C(C=C1)N(=O)=O,1.106
CCCNN(=O)=O,1.107
CC(C)N(C(C)C)N(=O)=O,1.105
CNC(C)CC1=CC=C(C=C1)N(=O)=O,1.105
CC(C)(C)C(N(=O)=O)C(C)(C)N(=O)=O,1.103
CCC(C1=CC=CC=C1)N(=O)=O,1.108
CCN(C)N(=O)=O,1.104
O=N(=O)C1=CC2=CC(=CC(=C2C(=C1)N(=O)=O)N(=O)=O)N(=O)=O,1.1
CC(C1=CC=CC=C1)N(=O)=O,1.099
CC(C)NN(=O)=O,1.1
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC(=C(Cl)C=C1)N(=O)=O,1.068
CC(C)C1=CC=C(C=C1)N(=O)=O,1.089
COC(=N)CCC(C)(C)N(=O)=O,1.087
O=N(=O)C12CCCC1CCCC2,1.087
CCCCCCOC(=O)CC1=CC=C(C=C1)N(=O)=O,1.082
[H][C@@]12CCCC[C@]1(CCCC2)N(=O)=O,1.083
CCCCCCCCOC(=O)C1=CC=C(C=C1)N(=O)=O,1.083
O=N(=O)C12CCCCC1CCCC2,1.08
CN(C)C1=CC(=CC=C1)N(=O)=O,1.053
CC(C)CC1=CC=C(C=C1)N(=O)=O,1.083
CC1(C)CC2CC1CC2N(=O)=O,1.078
CC(C)(O)C(C)(C)N(=O)=O,1.074
CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1ON(=O)=O,1.071
CC1(C)C2CC(C(C2)N(=O)=O)C1=C,1.07
O=N(=O)C1CCCCC1,1.069
CCCCCCCOC(=O)CC1=CC=C(C=C1)N(=O)=O,1.065
CC(C)(C)C1=C(C=CC=C1)N(=O)=O,1.066
CC(C)(C)C1=CC(=CC=C1)N(=O)=O,1.065
CCC(=CC1=CC=CC=C1)N(=O)=O,1.064
CCCCCCN(C(=O)OCC)N(=O)=O,1.064
CCCCCCCCOC(=O)CC1=CC=C(C=C1)N(=O)=O,1.059
CCCCNN(=O)=O,1.058
[H]C(C)(CC)NN(=O)=O,1.057
CC(C)C1=CC(C(C)C)=C(C(=C1)C(C)C)N(=O)=O,1.067
CC1(CCCCC1)N(=O)=O,1.061
CCCCCCCCCOC(=O)C1=CC=C(C=C1)N(=O)=O,1.053
CCCCCCC(C)OC(=O)C1=CC=C(C=C1)N(=O)=O,1.04
CCCCCCCCCCOC(=O)C1=CC(=CC=C1)N(=O)=O,1.042
O\N=C\C1=CC(=CC=C1)N(=O)=O,1.02
CC1(C)[C@H]2CC[C@H](C2)C1=CN(=O)=O,1.03
CC1=CC(C)=C(C(=C1)C(C)(C)C)N(=O)=O,1.035
CC1(C)[C@@H]2CC[C@@](C2)(C1=C)N(=O)=O,1.024
CCCCN(C)N(=O)=O,1.035
CCN(=O)=O,1.03
CC(C)CN(C)N(=O)=O,1.022
COC1=CC=C(CC2=CC=C(C=C2)N(=O)=O)C=C1,1.022
ON(C(=O)C1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1,1.009
CCCCCCNN(=O)=O,1.004
CCCN(=O)=O,0.996
CCCN(CCC)N(=O)=O,0.996
CCCCCCCCCCCCCCC(CN(=O)=O)N(=O)=O,0.978
CC(C)N(=O)=O,0.984
CC(C)C(C)(C)N(=O)=O,0.986
CCC(C)(C)N(=O)=O,0.98
CCC(C)N(=O)=O,0.972
CCCCN(=O)=O,0.969
CC(C)CN(=O)=O,0.966
CCCCN(CCCC)N(=O)=O,0.963
CC(C)(C)N(=O)=O,0.949
CC(C)(C)CN(=O)=O,0.951
CCCCCCCCCCCCCCC(O)CN(=O)=O,0.936
CC(C)CCC(C)(C)N(=O)=O,0.946
CC(C)(C)CC(C)(C)N(=O)=O,0.94
CC(N(=O)=O)C(C)(C)C,0.936
CCCCCCCCN(=O)=O,0.922
CCCCCCCCCCCCCCCCON(=O)=O,0.91
CCCCCCCCCCCCCCC=CN(=O)=O,0.897
O=N(=O)C1=CC=C(C=NC2=C(N=C3C=CC=CN23)C2=CC=CC=C2)C=C1,0.368
